"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Automotive and aerospace electronic systems. Dependability requirements","P. D. Rose","Lucas Aerospace Limited, Birmingham, UK","Proceedings of the 7th European Symposium on Reliability of Electron Devices, Failure Physics and Analysis","6 Aug 2002","1996","","","1923","1929","This paper reviews the history of control electronics in both the automotive and aerospace industries, plotting the improvements in reliability as the expectations of customers have increased, and the need for dependability as the functions have become safety critical. The convergence of the requirements of automotive and aerospace electronics are noted, along with similarities and outstanding differences. Cost effective methods of overcoming the differences, and using a common approach to enable mutual advancement are discussed.","","0-7803-3369-1","10.1109/ESREF.1996.888247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888247","","Automotive engineering;Aerospace electronics;Control systems;Ignition;Warranties;Engines;Industrial electronics;Costs;Sparks;Maintenance","","","","","IEEE","6 Aug 2002","8-11 Oct. 1996","8-11 Oct. 1996","IEEE","IEEE Conferences"
"Restricting IEC 61131-3 programming languages for use on high integrity applications","M. de Sousa","Faculdade de Engenharia, Universidade Porto, Porto, Portugal",2008 IEEE International Conference on Emerging Technologies and Factory Automation,"3 Oct 2008","2008","","","361","368","When developing applications with high integrity requirements, the choice of programming language is of utmost importance. In fact, IEC 61508 includes a table with suggested programming languages for each SIL (safety integrity level). The languages defined in IEC 61131-3 are included in this table, but are only highly recommended for the higher SILs if a subset of the languages are used. In this paper we propose restrictions and changes to the IEC 61131-3 languages that constitute a subset of the languages with the objective of making them appropriate for the development of high integrity applications.","1946-0759","978-1-4244-1505-2","10.1109/ETFA.2008.4638419","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4638419","","Computer languages;IEC;Standards;Safety;Programming;Software;Organizations","","5","","33","IEEE","3 Oct 2008","15-18 Sept. 2008","15-18 Sept. 2008","IEEE","IEEE Conferences"
"RoAdNet: A Multi-Resolution Transmission Strategy for Long Range Information Diffusion in VANETs","P. Misra; V. Kulathumani","Lane Department of Computer Science and Electrical Engineering, West Virginia University, Morgantown, WV, USA; Lane Department of Computer Science and Electrical Engineering, West Virginia University, Morgantown, WV, USA",2019 IEEE 90th Vehicular Technology Conference (VTC2019-Fall),"7 Nov 2019","2019","","","1","6","The focus of this paper is on designing a robust information dissemination protocol for Vehicular Ad-Hoc Networks (VANETs) that works across a broad range of application scenarios by dynamically adapting its parameters and transmission strategy to specific information requirements and traffic conditions. Applications of V2V communication can be broadly classified as safety, navigation and environmental efficiency. Safety applications require high frequency and high precision messages at short range (500m) within a single communication hop, navigation applications need low frequency and lower precision information at medium range (1500m/1 mile) and long range aggregate information (10000m/6 miles) can be used for enhancing environmental efficiency and routing. While network protocols for each of these applications have been individually studied, there is scope to study their behavior when they coexist in the network. It is important that the quality of one hop safety messages is not sacrificed when long range communication is introduced. RoAdNet enables long range information dissemination, while maintaining high data.","2577-2465","978-1-7281-1220-6","10.1109/VTCFall.2019.8891250","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8891250","","Safety;Protocols;Aggregates;Meters;Accidents;Bandwidth;Vehicular ad hoc networks","","2","","9","IEEE","7 Nov 2019","22-25 Sept. 2019","22-25 Sept. 2019","IEEE","IEEE Conferences"
"A Concept for a Qualifiable (Meta)-Modeling Framework Deployable in Systems and Tools of Safety-Critical and Cyber-Physical Environments","V. Tietz; J. Schoepf; A. Waldvogel; B. Annighoefer","Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany; Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany; Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany; Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany",2021 ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems (MODELS),"11 Nov 2021","2021","","","163","169","The development of cyber-physical systems can significantly benefit from domain-specific modeling and requires adequate (meta)-modeling frameworks. If such systems are designed for the safety-critical area, the systems must undergo qualification processes defined and monitored by a certification authority. To use the resulting artifacts of modeling tools without further qualification activities, the modeling tool must be additionally qualified. Tool qualification has to be conducted by the tool user and can be assisted by the tool developer by providing qualification artifacts. However, state-of-the-art domain-specific modeling frameworks barely support the user in the qualification process, which results in an extensive manual effort. To reduce this effort and to avoid modeling constructs that can hardly be implemented in a qualifiable way, we propose the development of an open source (meta)-modeling framework that inherently considers qualification issues. Based on the functionality of existing frameworks, we have identified components that necessarily need to be rethought or changed. This leads to the consideration of the following six cornerstones for our framework: (1) an essential meta-language, (2) a minimal runtime, (3) deterministic transformations, (4) a qualification artifact generation, (5) a sophisticated visualization, and (6) a decoupled interaction of framework components. All these cornerstones consider the aspect of a safety-critical (meta)-modeling framework in their own manner. This combination leads to a holistic framework usable in the safety-critical system development domain.","","978-1-6654-3495-9","10.1109/MODELS50736.2021.00025","BMWi; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9592513","Ada SPARK;domain specific modeling;(meta) modeling framework;model based systems engineering;model transformation language;qualifiable runtime environment;safety critical;(tool) qualification;visualization","Visualization;Runtime;Manuals;Tools;Cyber-physical systems;Model driven engineering;Monitoring","","15","","46","IEEE","11 Nov 2021","10-15 Oct. 2021","10-15 Oct. 2021","IEEE","IEEE Conferences"
"Proving correctness of unmanned aerial vehicle cooperative software","R. E. Sward","Department of Computer Science,Computer Science, United States Air Force Academy, Colorado Springs, CO, USA","Proceedings. 2005 IEEE Networking, Sensing and Control, 2005.","5 Jul 2005","2005","","","767","771","As unmanned aerial vehicles (UAVs) become more prevalent, it is important to show that the software being used to control the UAVs has been built correctly. An error in the UAV auto-pilot or navigation system could result in the destruction of the UAV or objects on the ground. The purpose of this research is to develop a software application that will control the cooperation between two UAVs during reconnaissance. This application is being developed using formal methods in software engineering to prove the correctness of the software. The SPARK programming language provides techniques for building correct software applications and proofs of their correctness without relying on extensive testing. The SPARK language is a powerful application of formal methods to the area of safety-critical systems.","","0-7803-8812-7","10.1109/ICNSC.2005.1461287","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1461287","","Unmanned aerial vehicles;Application software;Sparks;Computer languages;Software safety;Reconnaissance;Software engineering;Navigation;Software testing;Real time systems","","2","","13","IEEE","5 Jul 2005","19-22 March 2005","19-22 March 2005","IEEE","IEEE Conferences"
"How to Achieve Qualifiable Model-based Software for Avionics Systems Development?","V. Tietz; B. Annighoefer","Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany; Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany",2024 AIAA DATC/IEEE 43rd Digital Avionics Systems Conference (DASC),"15 Nov 2024","2024","","","1","10","Is the use of domain-specific modeling (DSM) for avionics systems development without subsequent costly verification and validation a wishful thinking? No, this paper presents the qualifiable part of a framework for domain-specific modeling, as well as the steps and measures taken to achieve it. DSM offers several advantages in the development of highly complex cyber-physical systems. Complex relationships can be captured clearly in the language of the domain expert with the help of formal representations and relationships. In addition, efficient automation and processing is enabled. Nevertheless, when utilized in the safety-critical avionics domain, it often has a supportive role with the drawback of huge effort for verification of generated artifacts. This would be different, if the DSL tool itself is qualified. The generated artifacts could then be used without further verification resulting in less expensive development processes. This paper introduces the core of DOMAINES, a novel DSM framework that aims to be qualifiable. The core is a simplified meta-modeling language (MOD), its safety-critical implementation (RUNMDB), and a model interaction interface. MOD is designed to achieve the functionality required for the development of avionics systems. The RUNMDB is the implementation of MOD and utilizes the programming language Ada (and partly SPARK) as well as simplified, comprehensive, traceable and testable algorithms. To support qualification, a sophisticated test unit is implemented which checks the RUNMDB for correctness. The current implementation of the DOMAINES framework enables loading the Open Avionics Architecture Model (OAAM) as a domain-specific language and creating associated avionics system models based on textual commands. This provides the foundation for model-based development of qualified artifacts for safety-critical systems, e.g. unchecked IMA configuration generation from OAAM.","2155-7209","979-8-3503-4961-0","10.1109/DASC62030.2024.10749109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10749109","Domain-specific modeling;safety-critical","Loading;Metamodeling;Aerospace electronics;Cyber-physical systems;Software;Sparks;DSL;Load modeling;Qualifications;Domain specific languages","","2","","33","IEEE","15 Nov 2024","29 Sept.-3 Oct. 2024","29 Sept.-3 Oct. 2024","IEEE","IEEE Conferences"
"Developing an ROV software control architecture: A formal specification approach","F. H. de Assis; F. K. Takase; N. Maruyama; P. E. Miyagi","Xmobots Sistemas Robóticos, Sao Carlos, Brazil; Atech Negócios em Tecnologia SA, Sao Paulo, Brazil; Departamento de Engenharia Mecatrônica, Escola Politécnica-Universidade de São Paulo, Sao Paulo, Brazil; Departamento de Engenharia Mecatrônica, Escola Politécnica-Universidade de São Paulo, Sao Paulo, Brazil",IECON 2012 - 38th Annual Conference on IEEE Industrial Electronics Society,"20 Dec 2012","2012","","","3107","3112","The software development of control architectures for Remotely Operated Vehicles (ROVs) is a complex task. The use of formal specifications for critical systems can improve both correctness and completeness of specifications and implementations. In this work, a new method for developing control architectures based on formal specifications is introduced. The chosen formal specification language is the CSP-OZ, a combination of the CSP language for behavioral model and the Object-Z language for data model. At first, the CSP parts of specifications are verified using the FDR2 model checker. Then, CSP-OZ model specifications are coded using the ADA language. More specifically, the ADA language profile Ravenscar for concurrency and the SPARK language with its annotations for data modelling are used. The SPARK annotations give support for the Object-Z specifications. Later, the SPARK examiner can be used to statically check the code against the annotations. In order to illustrate the application of the method, the development of the software control architecture of the LAURS ROV is introduced. The embedded system is based on a PC104 Intel x86 running the real time operating system Vxworks.","1553-572X","978-1-4673-2421-2","10.1109/IECON.2012.6389402","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6389402","","Sparks;Programming;Chip scale packaging;System recovery","","4","","33","IEEE","20 Dec 2012","25-28 Oct. 2012","25-28 Oct. 2012","IEEE","IEEE Conferences"
"Object Detection Using Efficient Partitioning and Frame Reduction","O. Imran; S. Rajan; S. Majumdar","Systems and Computer Engineering, Carleton University, Ottawa, Canada; Systems and Computer Engineering, Carleton University, Ottawa, Canada; Systems and Computer Engineering, Carleton University, Ottawa, Canada",2025 IEEE International Conference on Consumer Electronics (ICCE),"26 Mar 2025","2025","","","1","6","Rapid object detection is crucial for safety-critical applications, such as post-event analysis of surveillance videos in crime investigations and the operation of autonomous vehicles. The objective of this paper is to improve the speed of object detection through efficient partitioning and frame reduction using parallel processing. Techniques to improve Spark's default partitioning by using entropy-based algorithms to create more evenly distributed partitions based on the estimated workload of the frames are considered. Redundant frames are removed to efficiently reduce the workload. Algorithms for removing redundant frames are introduced and evaluated for their effectiveness in comparison to random and fixed frame removals. The results from this paper demonstrate that partitioning algorithms that estimate workload using entropy provide faster processing time when compared to those that use random partitioning. The results also indicate that frame removal algorithms that use frame-specific information, like entropy difference between frames, further improve performance without notably reducing detection accuracy when compared to those that do not utilize frame-specific information.","2158-4001","979-8-3315-2116-5","10.1109/ICCE63647.2025.10929775","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10929775","Parallel Processing;Object Detection;Deep Learning;Apache Spark;Video Processing","Accuracy;System performance;Surveillance;Object detection;Parallel processing;Transformers;Entropy;Partitioning algorithms;Sparks;Videos","","1","","23","IEEE","26 Mar 2025","11-14 Jan. 2025","11-14 Jan. 2025","IEEE","IEEE Conferences"
"Parameter Optimization for Partitioning Algorithms in Object Detection","O. Imran; S. Rajan; S. Majumdar","Systems and Computer Engineering, Carleton University, Ottawa, Canada; Systems and Computer Engineering, Carleton University, Ottawa, Canada; Systems and Computer Engineering, Carleton University, Ottawa, Canada",2025 10th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),"20 Jun 2025","2025","","","356","363","Fast object detection is essential for safety-critical applications. Effective partitioning of video frames captured by cameras acting as sensors can enhance the performance of object or target detection in a parallel processing system, ensuring that no node becomes a bottleneck. More specifically, algorithms that utilize frame-specific information, such as entropy, to estimate the workload of frames and then partition them accordingly perform better than those that partition frames randomly. The objective of this paper is to optimize partitioning algorithms for big data applications to achieve the best performance. Parameters, such as neighborhood size for Entropy-Based partitioning, are determined experimentally to minimize overheads while ensuring accurate workload estimation. A novel hybrid partitioning algorithm is proposed to enhance the performance of previously proposed frame-specific partitioning algorithms. Workload of the frames are estimated using object detection models. To identify the most effective object detection model, pretrained models such as You Only Look Once (YOLO) and Vision Transformer (ViT) are deployed within the Apache Spark parallel processing framework and the model with the best processing time and accuracy is chosen for workload estimation. To demonstrate the robustness of the proposed techniques, the partitioning and frame removal algorithms are evaluated under noisy frame conditions and in a Graphics Processing Unit-accelerated environment. The proposed partitioning and frame removal algorithms performed well in noisy frame conditions where workload estimation was more difficult and achieved approximately 50 % better performance when a GPU was utilized.","2832-3734","979-8-3315-3080-8","10.1109/ICCCBDA64898.2025.11030418","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11030418","Parallel Processing;Object Detection;Deep Learning;Apache Spark;Video Processing","YOLO;Accuracy;Estimation;Graphics processing units;Cluster computing;Parallel processing;Approximation algorithms;Entropy;Partitioning algorithms;Sparks","","","","27","IEEE","20 Jun 2025","24-26 April 2025","24-26 April 2025","IEEE","IEEE Conferences"
"Forecasting time-between-failures of software using fuzzy time series approach","D. K. Yadav; S. K. Chaturvedi; R. B. Misra","Department of Computer Applications, National Institute of Technology Jamshedpur, Jamshedpur, Jharkhand, India; Reliability Engineering Centre, Indian Institute of Technology, Kharagpur, Kharagpur, West Bengal, India; Reliability Engineering Centre, Indian Institute of Technology, Kharagpur, Kharagpur, West Bengal, India",2012 Annual Meeting of the North American Fuzzy Information Processing Society (NAFIPS),"30 Aug 2012","2012","","","1","8","The problem with many of the software reliability models is that they cannot deal with the situations where the time-between-failures information during software testing phase is associated with uncertainty due to fuzzy nature of software testing and debugging. Therefore, in this paper, a procedure is proposed to forecast times-between-failures of software during its testing phase by employing fuzzy time series approach, where time-between-failures of software is represented by a fuzzy set having trapezoidal membership function. The forecasting capability of the proposed approach is examined using software failure data of two real software development projects.","","978-1-4673-2338-3","10.1109/NAFIPS.2012.6291059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6291059","software reliability;fuzzy set;fuzzy logical relation;fuzzy time series;time between failures;trapezoidal membership function","","","9","","34","IEEE","30 Aug 2012","6-8 Aug. 2012","6-8 Aug. 2012","IEEE","IEEE Conferences"
"Towards a Z method: the Two Button Press case study","J. G. Hall; J. L. Jacob; J. A. McDermid; I. Toyn","High Integrity Systems Engineering Group, Department of Computer Science, University of York, York, UK; High Integrity Systems Engineering Group, Department of Computer Science, University of York, York, UK; Dept. of Comput. Sci., York Univ., UK; High Integrity Systems Engineering Group, Department of Computer Science, University of York, York, UK",IEE Colloquium on Practical Application of Formal Methods,"6 Aug 2002","1995","","","5/1","5/3","The Two Button Press case study demonstrates the formal specification and refinement of a simple safety critical system. The work is experimental in nature, and does not yet represent a 'production quality' development method. We present a summary of the stages of the formal development. We then draw a number of conclusions about the application of formal methods to parts of the development process, and their combination for full coverage. The specification method used in the case study combines Statecharts, Z and the SPARK subset of Ada for the description and analysis of the discrete controller subsystem, and a prototype notation, Extended Real Time Logic, for the analysis of the relationship of some aspects of discrete and continuous systems. The combined approach is fairly novel, but relatively straight-forward, at least for the functional properties of the system. Tool support has allowed the detailed examination of certain parts of the development, including the refinement of the Z specification to SPARK code.","","","10.1049/ic:19950708","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=477887","","Ada;Logic;Software requirements and specifications;Real time systems;Software safety;Software tools;Specification languages","","","","","","6 Aug 2002","19-19 May 1995","19-19 May 1995","IET","IET Conferences"
"A Semi-Automatic Approach for Testing of Brake Pedal Feature and Diagnostics using Unified Diagnostics Service (UDS) Protocol","V. Sushmitha; G. N. Veena","Digital Electronics and Communication, Ramaiah Institute of technology, Bangalore, India; Electronics and Communication Engineering, Ramaiah Institute of technology, Bangalore, India","2019 4th International Conference on Recent Trends on Electronics, Information, Communication & Technology (RTEICT)","2 Mar 2020","2019","","","801","805","Automotive system are safety critical and it is necessary that is should be highly fault tolerant. As we know failure detection in a car is tedious process as it involves complex machine (ECU). So fault diagnosis is an important aspect that should be taken care while implementing the system. Brake switch signal diagnostics is an important aspect in car as it involves risk of life. The primary aim of this project is to detect failure in the system, calculate the final brake pedal information and diagnostic of brake switch signal. Diagnostics decides, confirms and characterizes manifestations intending to get a general picture in finding the main driver of an issue. Static Unit Test (SUT) is done for checking the quality of code as per QAC and MISRA Standards. The testing helps to verify and validate the software.","","978-1-7281-0630-4","10.1109/RTEICT46194.2019.9016935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9016935","Brake switch signal diagnostics;Static Unit Test(SUT);Unified Diagnostics Service (UDS);Software requirement specification(SRS);Anti-braking system(ABS)","Brakes;Switches;Software;Testing;Safety;Tools;Automobiles","","1","","6","IEEE","2 Mar 2020","17-18 May 2019","17-18 May 2019","IEEE","IEEE Conferences"
"The Fail-Heterogeneous Architectural Model","M. Serafini; N. Suri","Technical University of Darmstadt, Germany; Technical University of Darmstadt, Germany",2007 26th IEEE International Symposium on Reliable Distributed Systems (SRDS 2007),"29 Oct 2007","2007","","","103","113","Fault tolerant distributed protocols typically utilize a homogeneous fault model, either fail-crash or fail-Byzantine, where all processors are assumed to fail in the same manner. In practice, due to complexity and evolvability reasons, only a subset of the nodes can actually be designed to have a restricted, fail-crash failure mode, provided that they are free of design faults. Based on this consideration, we propose a fail-heterogeneous architectural model for distributed systems which considers two classes of nodes: (a) full-fledged execution nodes, which can be fail-Byzantine, and (b) lightweight, validated coordination nodes, which can only be fail-crash. To illustrate the model we introduce HeterTrust as a practical trustworthy service replication protocol. It has a low latency overhead, requires few execution nodes with diversified design, and prevents intruded servers from disclosing confidential data. We also discuss applications of the model to DoS attacks mitigation and to group membership.","1060-9857","0-7695-2995-X","10.1109/SRDS.2007.33","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4365688","","Protocols;Delay;Payloads;Computer crime;Fault tolerant systems;Resists;Hardware;Logic;Safety;Cryptography","","6","","29","IEEE","29 Oct 2007","10-12 Oct. 2007","10-12 Oct. 2007","IEEE","IEEE Conferences"
"SPARK: Secure Privacy-Preserving Anonymous Swarm Attestation for In-Vehicle Networks","W. Hellemans; N. El Kassem; M. Masoom Rabbani; E. Dushku; L. Chen; A. Braeken; B. Preneel; N. Mentens","COSIC, ESAT, KU Leuven, Leuven, Belgium; University of Surrey, Surrey, United Kingdom; Chalmers University of Technology & Univ. of Gothenburg, Gothenburg, Sweden; Aalborg University, Copenhagen, Denmark; University of Surrey, Surrey, United Kingdom; Vrije Universiteit, Brussel, Belgium; COSIC, ESAT, KU Leuven, Leuven, Belgium; COSIC, ESAT, KU Leuven, Leuven, Belgium",2025 IEEE 10th European Symposium on Security and Privacy (EuroS&P),"26 Aug 2025","2025","","","903","922","In recent years, vehicles have evolved into cyberphysical autonomous systems that rely on sensor data from various sources within the vehicle. With the emergence of Vehicle-to-Everything (V2X) technology, the scope of the collaborative functionality in vehicles is now expanding to the inter-vehicular level. To support these modern capabilities, the complexity of the Electronic Control Units (ECUs) and the In-Vehicle Network (IVN) architecture is rapidly increasing. As a result, IVNs are now swarms of devices that communicate safety-critical data. Unfortunately, current vehicular networks lack security, opening the path to numerous cyberattacks. A typical solution for verifying the integrity of multiple devices is swarm attestation. However, in a typical IVN setting, only the Original Equipment Manufacturer (OEM) has access to the legitimate configuration of the ECUs and does not want to disclose this information due to intellectual property and security concerns. Therefore, state- of-the-art swarm attestation schemes, which do not provide privacy guarantees, are unsuitable for IVNs.This paper proposes Secure Privacy Preserving Anonymous Swarm Attestation for In-Vehicle Networks (SPARK), which builds upon a novel group signature scheme to enable privacy-preserving, anonymous, and traceable swarm attestation of IVNs. We validate SPARK through a proof-of-concept implementation using a standardized hardware Trusted Platform Module (TPM 2.0) and representative hardware platforms. The results demonstrate the real-world applicability of SPARK.","2995-1356","979-8-3315-9493-0","10.1109/EuroSP63326.2025.00056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11129365","Swarm attestation;In-vehicle networks;CAN;IoT security","Privacy;Protocols;Runtime;Network topology;Intellectual property;Hardware;Maintenance;Sparks;Security;Vehicle-to-everything","","2","","78","IEEE","26 Aug 2025","30 June-4 July 2025","30 June-4 July 2025","IEEE","IEEE Conferences"
"Don't verify, abstract!","C. O'Halloran; A. Smith","DERA, Systems Assurance Group, Malvern, USA; DERA, Systems Assurance Group, Malvern, USA",Proceedings 13th IEEE International Conference on Automated Software Engineering (Cat. No.98EX239),"6 Aug 2002","1998","","","53","62","Describes a notation and tool for demonstrating to a third-party certifier that software written in a subset of Ada is safe, and gives some experience of using them on real projects. The thesis underlying the design is that people write adequate code, but that they make design and implementation decisions which can conflict with each other to introduce safety problems. The usual paradigm of formally specifying and then developing and verifying the code is less cost-effective than writing the code and then abstracting it to a level that is suitable for human judgements to be made. This is because there are more people who know how to write good code than those who can write effective formal specifications. The tool processes a formal, or informal, argument that code meets its safety requirements using literate programming and concepts from the refinement calculus developed at Oxford University.","","0-8186-8750-9","10.1109/ASE.1998.732573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=732573","","Costs;Humans;Program processors;Sparks;Software safety;Software tools;Writing;Formal specifications;Calculus;Documentation","","4","","12","IEEE","6 Aug 2002","13-16 Oct. 1998","13-16 Oct. 1998","IEEE","IEEE Conferences"
"Is proof more cost-effective than testing?","S. King; J. Hammond; R. Chapman; A. Pryor","Department of Computer Science, University of York, Heslington, Yorkshire, UK; Praxis Critical Systems Limited, Bath, UK; Praxis Critical Systems Limited, Bath, UK; Praxis Critical Systems Limited, Bath, UK",IEEE Transactions on Software Engineering,"6 Aug 2002","2000","26","8","675","686","The paper describes the use of formal development methods on an industrial safety-critical application. The Z notation was used for documenting the system specification and part of the design, and the SPARK subset of Ada was used for coding. However, perhaps the most distinctive nature of the project lies in the amount of proof that was carried out: proofs were carried out both at the Z level (approximately 150 proofs in 500 pages) and at the SPARK code level (approximately 9000 verification conditions generated and discharged). The project was carried out under UK Interim Defence Standards 00-55 and 00-56, which require the use of formal methods on safety-critical applications. It is believed to be the first to be completed against the rigorous demands of the 1991 version of these standards. The paper includes comparisons of proof with the various types of testing employed, in terms of their efficiency at finding faults. The most striking result is that the Z proof appears to be substantially more efficient at finding faults than the most efficient testing phase. Given the importance of early fault detection, we believe this helps to show the significant benefit and practicality of large-scale proof on projects of this kind.","1939-3520","","10.1109/32.879807","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=879807","","Sparks;Helicopters;Formal specifications;Marine vehicles;Information systems;Fault detection;Large-scale systems;Software testing;Computer industry;Code standards","","65","","","IEEE","6 Aug 2002","Aug. 2000","","IEEE","IEEE Journals"
"Model-driven automated software FMEA","N. Snooke; C. Price","Computer Science Department, Aberystwyth University, Aberystwyth, UK; Computer Science Department, Aberystwyth University, Aberystwyth, UK",2011 Proceedings - Annual Reliability and Maintainability Symposium,"21 Apr 2011","2011","","","1","6","This paper describes how software FMEA can be automated both for low-level languages intended for safety critical embedded systems, and also for model-driven software developments. It is possible for a computer to achieve a qualitative analysis of software based on tracing dependencies through a body of code. This can reveal the propagation of any failure in the software, whatever the cause of the failure. Application of a higher level representation of the intended purpose of the software can then automatically interpret the implications of failure in terms of the requirements put on the software. These techniques have been used to automate the analysis of several thousand lines of code. They have been shown to provide useful results for software engineers, and would suit embedded software in vehicles for example. This work is not a cure-all for badly written software, but provides assistance in software analysis for well designed systems in low-level ""safe"" languages such as MISRA C. The software FMEA can be used to improve automated or source code embedded testing since tests can exonerate many potential faults allowing the FMEA analysis to present an engineer with a reduced set of potential faults. Model-driven development (MDD) is a software development philosophy which encourages the development of models of the software to be produced, for example using a language such as executable UML. The system is described in a platform independent manner, and then the software to be used is automatically generated from the model. In MDD, the models make the intentions of the programmer much more explicit than is the case for low-level programming, and so the gap between the intended functions of the system and the description of the software is not so large. Representation of the design is much more explicit through use cases, component diagrams, state charts and sequence diagrams. All of this design information can be utilized for the automated generation of software FMEA. This means that FMEA for model-driven software can be done more easily than for a system implemented in a low-level language, because it is not necessary to attempt to reconstruct the intentions of the programmer from the functions of the system and the low-level code. The paper also discusses the advantages and dangers of doing such analysis at the design rather than the code level.","0149-144X","978-1-4244-8856-8","10.1109/RAMS.2011.5754453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5754453","Failure modes and effects analysis;software FMEA;model-driven software development","Software;Unified modeling language;Testing;Programming;Analytical models;Fault diagnosis;Hardware","","17","","13","IEEE","21 Apr 2011","24-27 Jan. 2011","24-27 Jan. 2011","IEEE","IEEE Conferences"
"BetterCheck: Towards Safeguarding VLMs for Automotive Perception Systems","M. A. M. Dona; B. Cabrero-Daniel; Y. Yu; C. Berger","University of Gothenburg and Chalmers University of Technology, Gothenburg, Sweden; University of Gothenburg and Chalmers University of Technology, Gothenburg, Sweden; University of Gothenburg and Chalmers University of Technology, Gothenburg, Sweden; University of Gothenburg and Chalmers University of Technology, Gothenburg, Sweden",2025 IEEE 28th International Conference on Intelligent Transportation Systems (ITSC),"16 Mar 2026","2025","","","3776","3783","Large language models (LLMs) are growingly extended to process multimodal data such as text and video simultaneously. Their remarkable performance in understanding what is shown in images is surpassing specialized neural networks (NNs) such as Yolo that is supporting only a well-formed but very limited vocabulary, ie., objects that they are able to detect. When being non-restricted, LLMs and in particular state-of-the-art vision language models (VLMs) show impressive performance to describe even complex traffic situations. This is making them potentially suitable components for automotive perception systems to support the understanding of complex traffic situations or edge case situation. However, LLMs and VLMs are prone to hallucination, which mean to either potentially not seeing traffic agents such as vulnerable road users who are present in a situation, or to seeing traffic agents who are not there in reality. While the latter is unwanted making an ADAS or autonomous driving systems (ADS) to unnecessarily slow down, the former could lead to disastrous decisions from an ADS. In our work, we are systematically assessing the performance of 3 state-of-the-art VLMs on a diverse subset of traffic situations sampled from the Waymo Open Dataset to support safety guardrails for capturing such hallucinations in VLM-supported perception systems. We observe that both, proprietary and open VLMs exhibit remarkable image understanding capabilities even paying thorough attention to fine details sometimes difficult to spot for us humans. However, they are also still prone to making up elements in their descriptions to date requiring hallucination detection strategies such as BetterCheck that we propose in our work.","2153-0017","979-8-3315-2418-0","10.1109/ITSC60802.2025.11423129","Swedish Foundation for Strategic Research(grant numbers:FUS21-0004); Swedish Research Council(grant numbers:2023-03810); Knut and Alice Wallenberg Foundation(grant numbers:2023-03810); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11423129","","Vocabulary;Roads;Large language models;Image edge detection;Vision language model;Safety;Intelligent transportation systems;Autonomous vehicles;Automotive engineering;Videos","","","","21","IEEE","16 Mar 2026","18-21 Nov. 2025","18-21 Nov. 2025","IEEE","IEEE Conferences"
