Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Moby/DC – A Tool for Model-Checking Parametric Real-Time Specifications,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-36577-X_19,Henning DierksJosef Tapken,2003,https://link.springer.com/chapter/10.1007/3-540-36577-X_19,Conference paper
Formalising Graphical Behaviour Descriptions,Algebraic Methodology and Software Technology,,,,10.1007/978-3-540-27815-3_40,Kenneth J. Turner,2004,https://link.springer.com/chapter/10.1007/978-3-540-27815-3_40,Conference paper
Abstracting Call-Stacks for Interprocedural Verification of Imperative Programs,Algebraic Methodology and Software Technology,,,,10.1007/978-3-540-27815-3_22,Bertrand JeannetWendelin Serwe,2004,https://link.springer.com/chapter/10.1007/978-3-540-27815-3_22,Conference paper
A Tail-Recursive Semantics for Stack Inspections,Programming Languages and Systems,,,,10.1007/3-540-36575-3_3,John ClementsMatthias Felleisen,2003,https://link.springer.com/chapter/10.1007/3-540-36575-3_3,Conference paper
A Rule Language for Interaction,Recent Advances in Constraints,,,,10.1007/978-3-540-24662-6_9,Carlos CastroEric MonfroyChristophe Ringeissen,2004,https://link.springer.com/chapter/10.1007/978-3-540-24662-6_9,Conference paper
Verifying Probabilistic Procedural Programs,FSTTCS 2004: Foundations of Software Technology and Theoretical Computer Science,,,,10.1007/978-3-540-30538-5_2,Javier EsparzaKousha Etessami,2004,https://link.springer.com/chapter/10.1007/978-3-540-30538-5_2,Conference paper
Travelling Processes,Mathematics of Program Construction,,,,10.1007/978-3-540-27764-4_20,Xinbei TangJim Woodcock,2004,https://link.springer.com/chapter/10.1007/978-3-540-27764-4_20,Conference paper
Localizing Program Errors for Cimple Debugging,Formal Techniques for Networked and Distributed Systems – FORTE 2004,,,,10.1007/978-3-540-30232-2_6,Samik BasuDiptikalyan SahaScott A. Smolka,2004,https://link.springer.com/chapter/10.1007/978-3-540-30232-2_6,Conference paper
"Make Haste, Not Waste: Automated System Testing",Extreme Programming and Agile Methods - XP/Agile Universe 2003,,,,10.1007/978-3-540-45122-8_14,Carl EricksonRalph PalmerDavid CrosbyMichael MarsigliaMicah Alles,2003,https://link.springer.com/chapter/10.1007/978-3-540-45122-8_14,Conference paper
"Introducing esra, a Relational Language for Modelling Combinatorial Problems",Logic Based Program Synthesis and Transformation,,,,10.1007/978-3-540-25938-1_18,Pierre FlenerJustin PearsonMagnus Ågren,2004,https://link.springer.com/chapter/10.1007/978-3-540-25938-1_18,Conference paper
Verification of MPI-Based Software for Scientific Computation,Model Checking Software,,,,10.1007/978-3-540-24732-6_20,Stephen F. SiegelGeorge S. Avrunin,2004,https://link.springer.com/chapter/10.1007/978-3-540-24732-6_20,Conference paper
Two Formal Gas Models for Multi-agent Sweeping and Obstacle Avoidance,Formal Approaches to Agent-Based Systems,,,,10.1007/978-3-540-30960-4_8,Wesley KerrDiana SpearsWilliam SpearsDavid Thayer,2004,https://link.springer.com/chapter/10.1007/978-3-540-30960-4_8,Conference paper
Integrating Generations with Advanced Reference Counting Garbage Collectors,Compiler Construction,,,,10.1007/3-540-36579-6_14,Hezi AzatchiErez Petrank,2003,https://link.springer.com/chapter/10.1007/3-540-36579-6_14,Conference paper
Finding feasible abstract counter-examples,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-002-0088-z,Corina S. PăsăreanuMatthew B. DwyerWillem Visser,2002,https://link.springer.com/article/10.1007/s10009-002-0088-z,Article
Validation of the JavaCard Platform with Implicit Induction Techniques,Rewriting Techniques and Applications,,,,10.1007/3-540-44881-0_24,Gilles BartheSorin Stratulat,2003,https://link.springer.com/chapter/10.1007/3-540-44881-0_24,Conference paper
Experiments with Test Case Generation and Runtime Analysis,Abstract State Machines 2003,,,,10.1007/3-540-36498-6_5,Cyrille ArthoDoron DrusinksyAllen GoldbergKlaus HavelundMike LowryCorina PasareanuGrigore RoşuWillem Visser,2003,https://link.springer.com/chapter/10.1007/3-540-36498-6_5,Conference paper
Safe Code – It’s Not Just for Applets Anymore,Modular Programming Languages,,,,10.1007/978-3-540-45213-3_2,Michael Franz,2003,https://link.springer.com/chapter/10.1007/978-3-540-45213-3_2,Conference paper
Foundational Certified Code in a Metalogical Framework,Automated Deduction – CADE-19,,,,10.1007/978-3-540-45085-6_9,Karl CrarySusmit Sarkar,2003,https://link.springer.com/chapter/10.1007/978-3-540-45085-6_9,Conference paper
Native Preemptive Threads in SWI-Prolog,Logic Programming,,,,10.1007/978-3-540-24599-5_23,Jan Wielemaker,2003,https://link.springer.com/chapter/10.1007/978-3-540-24599-5_23,Conference paper
Scalable distributed on-the-fly symbolic model checking,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-002-0093-2,"Shoham Ben-David Orna Grumberg Tamir Heyman Assaf Schuster ",2003,https://link.springer.com/article/10.1007/s10009-002-0093-2,Article
Partial-Order Reduction in Model Checking Object-Oriented Petri Nets,Computer Aided Systems Theory - EUROCAST 2003,,,,10.1007/978-3-540-45210-2_25,Milan ČeškaLuděk HašaTomáš Vojnar,2003,https://link.springer.com/chapter/10.1007/978-3-540-45210-2_25,Conference paper
Generalized Symbolic Execution for Model Checking and Testing,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-36577-X_40,Sarfraz KhurshidCorina S. PĂsĂreanuWillem Visser,2003,https://link.springer.com/chapter/10.1007/3-540-36577-X_40,Conference paper
Lock-free reference counting,Distributed Computing,,,,10.1007/s00446-002-0079-z,David L. DetlefsPaul A. MartinMark MoirGuy L. Steele Jr.,2002,https://link.springer.com/article/10.1007/s00446-002-0079-z,Article
Message Analysis for Concurrent Languages,Static Analysis,,,,10.1007/3-540-44898-5_5,Richard CarlssonKonstantinos SagonasJesper Wilhelmsson,2003,https://link.springer.com/chapter/10.1007/3-540-44898-5_5,Conference paper
Associative-Commutative Rewriting on Large Terms,Rewriting Techniques and Applications,,,,10.1007/3-540-44881-0_3,Steven Eker,2003,https://link.springer.com/chapter/10.1007/3-540-44881-0_3,Conference paper
Automatic Construction of XML-Based Tools Seen as Meta-Programming,Automated Software Engineering,,,,10.1023/A:1021864801049,Baltasar Trancón y WidemannMarkus LepperJacob Wieland,2003,https://link.springer.com/article/10.1023/A:1021864801049,Article
A Framework for Modeling the Semantics of Expression Evaluation with Abstract State Machines,Abstract State Machines 2003,,,,10.1007/3-540-36498-6_23,Wolf ZimmermannAxel Dold,2003,https://link.springer.com/chapter/10.1007/3-540-36498-6_23,Conference paper
"Generating online test oracles from temporal logic specifications<!--THANKSREF=""*""--><!--ID=""*""This work was supported by VINNOVA within the ASTEC competence center and by Volvo Technical Development Corporation.-->",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-003-0107-8,"John Håkansson Bengt Jonsson Ola Lundqvist ",2003,https://link.springer.com/article/10.1007/s10009-003-0107-8,Article
Space Reductions for Model Checking Quasi-Cyclic Systems,Embedded Software,,,,10.1007/978-3-540-45212-6_12,Matthew B. DwyerNon RobbyXianghua DengJohn Hatcliff,2003,https://link.springer.com/chapter/10.1007/978-3-540-45212-6_12,Conference paper
Incorporation of Test Functionality into Software Components,COTS-Based Software Systems,,,,10.1007/3-540-36465-X_3,Franck BarbierNicolas BelloirJean-Michel Bruel,2003,https://link.springer.com/chapter/10.1007/3-540-36465-X_3,Conference paper
Compilation by Refinement for a Practical Assembly Language,Formal Methods and Software Engineering,,,,10.1007/978-3-540-39893-6_17,Geoffrey Watson,2003,https://link.springer.com/chapter/10.1007/978-3-540-39893-6_17,Conference paper
Formalization and Verification of a Mail Server in Coq,Software Security — Theories and Systems,,,,10.1007/3-540-36532-X_14,Reynald AffeldtNaoki Kobayashi,2003,https://link.springer.com/chapter/10.1007/3-540-36532-X_14,Conference paper
WCT: A Wrapper for Component Testing,Scientific Engineering for Distributed Java Applications,,,,10.1007/3-540-36520-6_15,Antonia BertolinoAndrea Polini,2003,https://link.springer.com/chapter/10.1007/3-540-36520-6_15,Conference paper
Multi-level Meta-reasoning with Higher-Order Abstract Syntax,Foundations of Software Science and Computation Structures,,,,10.1007/3-540-36576-1_24,Alberto MomiglianoSimon J. Ambler,2003,https://link.springer.com/chapter/10.1007/3-540-36576-1_24,Conference paper
Predictable Space Behaviour in FSM-Hume,Implementation of Functional Languages,,,,10.1007/3-540-44854-3_1,Kevin HammondGreg Michaelson,2003,https://link.springer.com/chapter/10.1007/3-540-44854-3_1,Conference paper
The Modest Modeling Tool and Its Implementation,Computer Performance Evaluation. Modelling Techniques and Tools,,,,10.1007/978-3-540-45232-4_8,Henrik BohnenkampHolger HermannsJoost-Pieter KatoenRic Klaren,2003,https://link.springer.com/chapter/10.1007/978-3-540-45232-4_8,Conference paper
Engineering the SDL Formal Language Definition,Formal Methods for Open Object-Based Distributed Systems,,,,10.1007/978-3-540-39958-2_4,Andreas PrinzMartin v. Löwis,2003,https://link.springer.com/chapter/10.1007/978-3-540-39958-2_4,Conference paper
Abstract State Processes,Abstract State Machines 2003,,,,10.1007/3-540-36498-6_2,Tommaso BolognesiEgon Börger,2003,https://link.springer.com/chapter/10.1007/3-540-36498-6_2,Conference paper
A Tool for Fault Injection and Conformance Testing of Distributed Systems,Dependable Computing,,,,10.1007/978-3-540-45214-0_21,Eliane MartinsMaria de Fátima Mattiello-Francisco,2003,https://link.springer.com/chapter/10.1007/978-3-540-45214-0_21,Conference paper
QoS Functional Testing for Multi-media Systems,Formal Techniques for Networked and Distributed Systems - FORTE 2003,,,,10.1007/978-3-540-39979-7_21,Tao SunKeiichi YasumotoMasaaki MoriTeruo Higashino,2003,https://link.springer.com/chapter/10.1007/978-3-540-39979-7_21,Conference paper
"Program model checking as a new trend
",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-002-0080-7,Klaus HavelundWillem Visser,2002,https://link.springer.com/article/10.1007/s10009-002-0080-7,Article
The Semantic Layers of Timber,Programming Languages and Systems,,,,10.1007/978-3-540-40018-9_22,Magnus CarlssonJohan NordlanderDick Kieburtz,2003,https://link.springer.com/chapter/10.1007/978-3-540-40018-9_22,Conference paper
Types and Effects for Non-interfering Program Monitors,Software Security — Theories and Systems,,,,10.1007/3-540-36532-X_10,Lujo BauerJarred LigattiDavid Walker,2003,https://link.springer.com/chapter/10.1007/3-540-36532-X_10,Conference paper
Precise Analysis of String Expressions,Static Analysis,,,,10.1007/3-540-44898-5_1,Aske Simon ChristensenAnders MøllerMichael I. Schwartzbach,2003,https://link.springer.com/chapter/10.1007/3-540-44898-5_1,Conference paper
Using Spin to Generate Tests from ASM Specifications,Abstract State Machines 2003,,,,10.1007/3-540-36498-6_15,Angelo GargantiniElvinia RiccobeneSalvatore Rinzivillo,2003,https://link.springer.com/chapter/10.1007/3-540-36498-6_15,Conference paper
Expressing checkable properties of dynamic systems: the Bandera Specification Language,International Journal on Software Tools for Technology Transfer,,,,10.1007/s100090200075,James C. CorbettMatthew B. DwyerJohn Hatcliff Robby,2002,https://link.springer.com/article/10.1007/s100090200075,Article
Checking Interference with Fractional Permissions,Static Analysis,,,,10.1007/3-540-44898-5_4,John Boyland,2003,https://link.springer.com/chapter/10.1007/3-540-44898-5_4,Conference paper
On Predictive Parsing and Extended Context-Free Grammars,Implementation and Application of Automata,,,,10.1007/3-540-44977-9_24,Anne Brüggemann-KleinDerick Wood,2003,https://link.springer.com/chapter/10.1007/3-540-44977-9_24,Conference paper
Specification-based Testing for Gui-based Applications,Software Quality Journal,,,,10.1023/A:1021634422504,Jessica ChenSuganthan Subramaniam,2002,https://link.springer.com/article/10.1023/A:1021634422504,Article
"Implementing Multi-stage Languages Using ASTs, Gensym, and Reflection",Generative Programming and Component Engineering,,,,10.1007/978-3-540-39815-8_4,Cristiano CalcagnoWalid TahaLiwen HuangXavier Leroy,2003,https://link.springer.com/chapter/10.1007/978-3-540-39815-8_4,Conference paper
Security-Aware Program Transformations,Theoretical Computer Science,,,,10.1007/978-3-540-45208-9_28,Massimo BartolettiPierpaolo DeganoGian Luigi Ferrari,2003,https://link.springer.com/chapter/10.1007/978-3-540-45208-9_28,Conference paper
Generating Machine Processable Representations of Textual Representations of AUML,Agent-Oriented Software Engineering III,,,,10.1007/3-540-36540-0_10,Koning Jean-LucIvan Romero-Hernandez,2003,https://link.springer.com/chapter/10.1007/3-540-36540-0_10,Conference paper
On Deterministic Computations in the Extended Andorra Model,Logic Programming,,,,10.1007/978-3-540-24599-5_28,Ricardo LopesVítor Santos CostaFernando Silva,2003,https://link.springer.com/chapter/10.1007/978-3-540-24599-5_28,Conference paper
"A tool for model-checking Markov chains
",International Journal on Software Tools for Technology Transfer,,,,10.1007/s100090100072,Holger HermannsJoost-Pieter KatoenJoachim Meyer-KayserMarkus Siegle,2003,https://link.springer.com/article/10.1007/s100090100072,Article
The Hidden Computation Steps of Turbo Abstract State Machines,Abstract State Machines 2003,,,,10.1007/3-540-36498-6_14,Nicu G. FrujaRobert F. Stärk,2003,https://link.springer.com/chapter/10.1007/3-540-36498-6_14,Conference paper
Processing XML Streams with Deterministic Automata,Database Theory — ICDT 2003,,,,10.1007/3-540-36285-1_12,Todd J. GreenGerome MiklauMakoto OnizukaDan Suciu,2003,https://link.springer.com/chapter/10.1007/3-540-36285-1_12,Conference paper
Modeling Web Interactions,Programming Languages and Systems,,,,10.1007/3-540-36575-3_17,Paul GraunkeRobert Bruce FindlerShriram KrishnamurthiMatthias Felleisen,2003,https://link.springer.com/chapter/10.1007/3-540-36575-3_17,Conference paper
Generating a Compiler for SDL from the Formal Language Definition,SDL 2003: System Design,,,,10.1007/3-540-45075-0_9,Andreas PrinzMartin v. Löwis,2003,https://link.springer.com/chapter/10.1007/3-540-45075-0_9,Conference paper
The Maude 2.0 System,Rewriting Techniques and Applications,,,,10.1007/3-540-44881-0_7,Manuel ClavelFrancisco DuránSteven EkerPatrick LincolnNarciso Martí-OlietJosé MeseguerCarolyn Talcott,2003,https://link.springer.com/chapter/10.1007/3-540-44881-0_7,Conference paper
Growing XQuery,ECOOP 2003 – Object-Oriented Programming,,,,10.1007/978-3-540-45070-2_18,Mary FernándezJérôme Siméon,2003,https://link.springer.com/chapter/10.1007/978-3-540-45070-2_18,Conference paper
Specification and Inheritance in CSP-OZ,Formal Methods for Components and Objects,,,,10.1007/978-3-540-39656-7_15,Ernst-Rüdiger OlderogHeike Wehrheim,2003,https://link.springer.com/chapter/10.1007/978-3-540-39656-7_15,Conference paper
Functional queries in Datalog,New Generation Computing,,,,10.1007/BF03037371,Stefano BastaSergio FlescaSergio Greco,2002,https://link.springer.com/article/10.1007/BF03037371,Article
A Rewriting Based Model for Probabilistic Distributed Object Systems,Formal Methods for Open Object-Based Distributed Systems,,,,10.1007/978-3-540-39958-2_3,Nirman KumarKoushik SenJosé MeseguerGul Agha,2003,https://link.springer.com/chapter/10.1007/978-3-540-39958-2_3,Conference paper
Symbiosis of Static Analysis and Program Testing,Fundamental Approaches to Software Engineering,,,,10.1007/3-540-36578-8_1,Michal Young,2003,https://link.springer.com/chapter/10.1007/3-540-36578-8_1,Conference paper
An Approach of Model Transformation Based on Attribute Grammars,Object-Oriented Information Systems,,,,10.1007/978-3-540-45242-3_42,May DehayniLouis Féraud,2003,https://link.springer.com/chapter/10.1007/978-3-540-45242-3_42,Conference paper
What Went Wrong: Explaining Counterexamples,Model Checking Software,,,,10.1007/3-540-44829-2_8,Alex GroceWillem Visser,2003,https://link.springer.com/chapter/10.1007/3-540-44829-2_8,Conference paper
Test Driven Development (TDD),Extreme Programming and Agile Processes in Software Engineering,,,,10.1007/3-540-44870-5_84,Steven FraserKent BeckBill CaputoTim MackinnonJames NewkirkCharlie Poole,2003,https://link.springer.com/chapter/10.1007/3-540-44870-5_84,Conference paper
Applying Mutation Analysis to SDL Specifications,SDL 2003: System Design,,,,10.1007/3-540-45075-0_16,Gábor KovácsZoltán PapDung Le VietAntal Wu-Hen-ChangGyula Csopaki,2003,https://link.springer.com/chapter/10.1007/3-540-45075-0_16,Conference paper
UML and Concurrency,Abstract State Machines 2003,,,,10.1007/3-540-36498-6_8,Perdita Stevens,2003,https://link.springer.com/chapter/10.1007/3-540-36498-6_8,Conference paper
On the Use of Formal Specifications to Analyze Fault Behaviors of Distributed Systems,Dependable Computing,,,,10.1007/978-3-540-45214-0_24,Fernando L. DottiOsmar M. dos SantosEduardo T. Rödel,2003,https://link.springer.com/chapter/10.1007/978-3-540-45214-0_24,Conference paper
Software Tamper Resistance Using Program Certificates,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-540-39878-3_12,Hongxia JinGregory F. SullivanGerald M. Masson,2003,https://link.springer.com/chapter/10.1007/978-3-540-39878-3_12,Conference paper
Specification and Validation of the SACI-1 On-Board Computer Using Timed-CSP-Z and Petri Nets,Applications and Theory of Petri Nets 2003,,,,10.1007/3-540-44919-1_13,Adnan SherifAugusto SampaioSérgio Cavalcante,2003,https://link.springer.com/chapter/10.1007/3-540-44919-1_13,Conference paper
Deductive and Inductive Reasoning for Processing the Claims of Unsatisfied Customers,Developments in Applied Artificial Intelligence,,,,10.1007/3-540-45034-3_3,Boris GalitskyRajesh Pampapathi,2003,https://link.springer.com/chapter/10.1007/3-540-45034-3_3,Conference paper
Efficient Verification of Timed Automata with BDD-Like Data-Structures,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/3-540-36384-X_17,Farn Wang,2003,https://link.springer.com/chapter/10.1007/3-540-36384-X_17,Conference paper
Formal Verification for a Next-Generation Space Shuttle,Formal Approaches to Agent-Based Systems,,,,10.1007/978-3-540-45133-4_5,Stacy D. NelsonCharles Pecheur,2003,https://link.springer.com/chapter/10.1007/978-3-540-45133-4_5,Conference paper
Compositional Verification of a Switch Fabric from Nortel Networks,Formal Methods and Software Engineering,,,,10.1007/978-3-540-39893-6_32,Hong PengSofiène TaharYassine Mokhtari,2003,https://link.springer.com/chapter/10.1007/978-3-540-39893-6_32,Conference paper
Generating Optimal Linear Temporal Logic Monitors by Coinduction,Advances in Computing Science – ASIAN 2003. Progamming Languages and Distributed Computation Programming Languages and Distributed Computation,,,,10.1007/978-3-540-40965-6_17,Koushik SenGrigore RoşuGul Agha,2003,https://link.springer.com/chapter/10.1007/978-3-540-40965-6_17,Conference paper
Validation of UML and OCL Models by Automatic Snapshot Generation,«UML» 2003 - The Unified Modeling Language. Modeling Languages and Applications,,,,10.1007/978-3-540-45221-8_23,Martin GogollaJörn BohlingMark Richters,2003,https://link.springer.com/chapter/10.1007/978-3-540-45221-8_23,Conference paper
Model-Based Testing of Object-Oriented Systems,Formal Methods for Components and Objects,,,,10.1007/978-3-540-39656-7_16,Bernhard Rumpe,2003,https://link.springer.com/chapter/10.1007/978-3-540-39656-7_16,Conference paper
Optimizing Higher-Order Pattern Unification,Automated Deduction – CADE-19,,,,10.1007/978-3-540-45085-6_40,Brigitte PientkaFrank Pfenning,2003,https://link.springer.com/chapter/10.1007/978-3-540-45085-6_40,Conference paper
Workshops at the UML 2003 Conference,«UML» 2003 - The Unified Modeling Language. Modeling Languages and Applications,,,,10.1007/978-3-540-45221-8_34,Ana Moreira,2003,https://link.springer.com/chapter/10.1007/978-3-540-45221-8_34,Conference paper
Tolerating malicious gossip,Distributed Computing,,,,10.1007/s00446-002-0082-4,Yaron M. MinskyFred B. Schneider,2003,https://link.springer.com/article/10.1007/s00446-002-0082-4,Article
A Relational Model for Formal Object-Oriented Requirement Analysis in UML,Formal Methods and Software Engineering,,,,10.1007/978-3-540-39893-6_36,Zhiming LiuHe JifengXiaoshan LiYifeng Chen,2003,https://link.springer.com/chapter/10.1007/978-3-540-39893-6_36,Conference paper
Optimistic Synchronization-Based State-Space Reduction,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-36577-X_36,Scott D. StollerErnie Cohen,2003,https://link.springer.com/chapter/10.1007/3-540-36577-X_36,Conference paper
Optimal Scheduling Using Branch and Bound with SPIN 4.0,Model Checking Software,,,,10.1007/3-540-44829-2_1,Theo C. Ruys,2003,https://link.springer.com/chapter/10.1007/3-540-44829-2_1,Conference paper
Compositional Analysis for Verification of Parameterized Systems,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-36577-X_23,Samik BasuC. R. Ramakrishnan,2003,https://link.springer.com/chapter/10.1007/3-540-36577-X_23,Conference paper
XML Schema Containment Checking Based on Semi-implicit Techniques,Implementation and Application of Automata,,,,10.1007/3-540-45089-0_20,Akihiko TozawaMasami Hagiya,2003,https://link.springer.com/chapter/10.1007/3-540-45089-0_20,Conference paper
Automatic Verification by Abstract Interpretation,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/3-540-36384-X_4,Patrick Cousot,2003,https://link.springer.com/chapter/10.1007/3-540-36384-X_4,Conference paper
"Requirements-Level Semantics and Model Checking of Object-Oriented Statecharts
",Requirements Engineering,,,,10.1007/s007660200019,Rik EshuisDavid N. JansenRoel Wieringa,2002,https://link.springer.com/article/10.1007/s007660200019,Article
Eager Class Initialization for Java,Formal Techniques in Real-Time and Fault-Tolerant Systems,,,,10.1007/3-540-45739-9_5,Dexter KozenMatt Stillerman,2002,https://link.springer.com/chapter/10.1007/3-540-45739-9_5,Conference paper
Testing Extended Regular Language Membership Incrementally by Rewriting,Rewriting Techniques and Applications,,,,10.1007/3-540-44881-0_35,Grigore RoşuMahesh Viswanathan,2003,https://link.springer.com/chapter/10.1007/3-540-44881-0_35,Conference paper
A Framework for Event Composition in Distributed Systems,Middleware 2003,,,,10.1007/3-540-44892-6_4,Peter R. PietzuchBrian ShandJean Bacon,2003,https://link.springer.com/chapter/10.1007/3-540-44892-6_4,Conference paper
Translating Discrete-Time Simulink to Lustre,Embedded Software,,,,10.1007/978-3-540-45212-6_7,Paul CaspiAdrian CuricAude MaignanChristos SofronisStavros Tripakis,2003,https://link.springer.com/chapter/10.1007/978-3-540-45212-6_7,Conference paper
Program Development Using Abstract Interpretation (And the Ciao System Preprocessor),Static Analysis,,,,10.1007/3-540-44898-5_8,Manuel V. HermenegildoGermán PueblaFrancisco BuenoPedro López-García,2003,https://link.springer.com/chapter/10.1007/3-540-44898-5_8,Conference paper
Segment Order Preserving and Generational Garbage Collection for Prolog,Practical Aspects of Declarative Languages,,,,10.1007/3-540-45587-6_19,Ruben VandeginsteKonstantinos SagonasBart Demoen,2002,https://link.springer.com/chapter/10.1007/3-540-45587-6_19,Conference paper
Learning Assumptions for Compositional Verification,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-36577-X_24,Jamieson M. CobleighDimitra GiannakopoulouCorina S. PĂsĂreanu,2003,https://link.springer.com/chapter/10.1007/3-540-36577-X_24,Conference paper
"Specification, Validation, and Synthesis of Email Agent Controllers: A Case Study in Function Rich Reactive System Design",Automated Software Engineering,,,,10.1023/A:1016372507161,Robert J. Hall,2002,https://link.springer.com/article/10.1023/A:1016372507161,Article
StateWebCharts: A Formal Description Technique Dedicated to Navigation Modelling of Web Applications,"Interactive Systems. Design, Specification, and Verification",,,,10.1007/978-3-540-39929-2_5,Marco WincklerPhilippe Palanque,2003,https://link.springer.com/chapter/10.1007/978-3-540-39929-2_5,Conference paper
Formal Verification of a Java Compiler in Isabelle,Automated Deduction—CADE-18,,,,10.1007/3-540-45620-1_5,Martin Strecker,2002,https://link.springer.com/chapter/10.1007/3-540-45620-1_5,Conference paper
Heuristic Model Checking for Java Programs,Model Checking Software,,,,10.1007/3-540-46017-9_21,Alex GroceWillem Visser,2002,https://link.springer.com/chapter/10.1007/3-540-46017-9_21,Conference paper
Automatic Verification of Annotated Code,Formal Techniques for Networked and Distributed Systems - FORTE 2003,,,,10.1007/978-3-540-39979-7_9,Doron PeledHongyang Qu,2003,https://link.springer.com/chapter/10.1007/978-3-540-39979-7_9,Conference paper
Modelling Recursive Calls with UML State Diagrams,Fundamental Approaches to Software Engineering,,,,10.1007/3-540-36578-8_10,Jennifer TenzerPerdita Stevens,2003,https://link.springer.com/chapter/10.1007/3-540-36578-8_10,Conference paper
SOLAR: A Consequence Finding System for Advanced Reasoning,Automated Reasoning with Analytic Tableaux and Related Methods,,,,10.1007/978-3-540-45206-5_22,Hidetomo NabeshimaKoji IwanumaKatsumi Inoue,2003,https://link.springer.com/chapter/10.1007/978-3-540-45206-5_22,Conference paper
Timed CSP and Object-Z,ZB 2003: Formal Specification and Development in Z and B,,,,10.1007/3-540-44880-2_19,John Derrick,2003,https://link.springer.com/chapter/10.1007/3-540-44880-2_19,Conference paper
Equivalent Semantic Models for a Distributed Dataspace Architecture,Formal Methods for Components and Objects,,,,10.1007/978-3-540-39656-7_7,Jozef HoomanJaco van de Pol,2003,https://link.springer.com/chapter/10.1007/978-3-540-39656-7_7,Conference paper
A Formal Framework for Java Separate Compilation,ECOOP 2002 — Object-Oriented Programming,,,,10.1007/3-540-47993-7_26,Davide AnconaGiovanni LagorioElena Zucca,2002,https://link.springer.com/chapter/10.1007/3-540-47993-7_26,Conference paper
Introducing Vaucanson,Implementation and Application of Automata,,,,10.1007/3-540-45089-0_10,Sylvain LombardyRaphaël PossYann Régis-GianasJacques Sakarovitch,2003,https://link.springer.com/chapter/10.1007/3-540-45089-0_10,Conference paper
Application of Fiat-Shamir Identification Protocol to Design of a Secure Mobile Agent System,Computer and Information Sciences - ISCIS 2003,,,,10.1007/978-3-540-39737-3_95,Seongyeol KimOkbin LeeYeijin LeeYongeun BaeIlyong Chung,2003,https://link.springer.com/chapter/10.1007/978-3-540-39737-3_95,Conference paper
Live and Let Die: LSC-Based Verification of UML-Models,Formal Methods for Components and Objects,,,,10.1007/978-3-540-39656-7_4,Werner DammBernd Westphal,2003,https://link.springer.com/chapter/10.1007/978-3-540-39656-7_4,Conference paper
A Different Look at Garbage Collection for the WAM,Logic Programming,,,,10.1007/3-540-45619-8_13,Bart Demoen,2002,https://link.springer.com/chapter/10.1007/3-540-45619-8_13,Conference paper
Development of an Embedded Verifier for Java Card Byte Code Using Formal Methods,FME 2002:Formal Methods—Getting IT Right,,,,10.1007/3-540-45614-7_17,Ludovic Casset,2002,https://link.springer.com/chapter/10.1007/3-540-45614-7_17,Conference paper
"Concurrency, Time, and Constraints",Logic Programming,,,,10.1007/978-3-540-24599-5_6,Frank D. Valencia,2003,https://link.springer.com/chapter/10.1007/978-3-540-24599-5_6,Conference paper
Counter-Example Guided Predicate Abstraction of Hybrid Systems,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-36577-X_15,Rajeev AlurThao DangFranjo Ivančić1,2003,https://link.springer.com/chapter/10.1007/3-540-36577-X_15,Conference paper
UML for Global Computing,"Global Computing. Programming Environments, Languages, Security, and Analysis of Systems",,,,10.1007/978-3-540-40042-4_1,Hubert BaumeisterNora KochPiotr KosiuczenkoPerdita StevensMartin Wirsing,2003,https://link.springer.com/chapter/10.1007/978-3-540-40042-4_1,Conference paper
Wrapping Real-time Systems from Temporal Logic Specifications,Dependable Computing EDCC-4,,,,10.1007/3-540-36080-8_22,Manuel RodrίguezJean-Charles FabreJean Arlat,2002,https://link.springer.com/chapter/10.1007/3-540-36080-8_22,Conference paper
A Constructive Proof of the Soundness of the Encoding of Random Access Machines in a Linda Calculus with Ordered Semantics,Theoretical Computer Science,,,,10.1007/978-3-540-45208-9_5,Claudio Sacerdoti Coen,2003,https://link.springer.com/chapter/10.1007/978-3-540-45208-9_5,Conference paper
Robust Parsing Using Dynamic Programming,Implementation and Application of Automata,,,,10.1007/3-540-45089-0_24,Manuel VilaresVictor M. DarribaJesús VilaresLeandro Rodríguez,2003,https://link.springer.com/chapter/10.1007/3-540-45089-0_24,Conference paper
Interacting State Machines: A Stateful Approach to Proving Security,Formal Aspects of Security,,,,10.1007/978-3-540-40981-6_4,David von Oheimb,2003,https://link.springer.com/chapter/10.1007/978-3-540-40981-6_4,Conference paper
